user_id,round_idx,song_id,track_name,rating
SYN0003,14,0pqnGHJpmpxLKifKRmU6WP,Believer,4
SYN0003,15,2L8B3sLZ2GW6x5ajeiH8bS,Love Yourself,3
SYN0004,1,2OKo7g3KfmCt3kyLvUAL0g,The Search,3
SYN0004,2,6IRdLKIyS4p7XNiP8r6rsx,all the good girls go to hell,2
SYN0004,3,4Yf5bqU3NK4kNOypcrLYwU,Faint,5
SYN0004,4,3Wrjm47oTz2sjIgck11l5e,Beggin',4
SYN0004,5,2X485T9Z5Ly0xyaghN73ed,Let It Happen,5
SYN0004,6,1QV6tiMFM6fSOKOGLMHYYg,Poker Face,4
SYN0004,7,1J14CdDAvBTE1AJYUOwl6C,Arcade,1
SYN0004,8,0Qh38w01QRXK6KHIv0e3hb,What About Us,2
SYN0004,9,1oAwsWBovWRIp7qLMGPIet,Apocalypse,4
SYN0004,10,3C0nOe05EIt1390bVABLyN,On The Floor,3
SYN0004,11,2P4OICZRVAQcYAV2JReRfj,Waiting For Love,3
SYN0004,12,2lIgUGoKAZUBfd2LmcHZIC,Bloody Mary,1
SYN0004,13,6IPwKM3fUUzlElbvKw2sKl,we fell in love in october,5
SYN0004,14,3DwQ7AH3xGD9h65ezslm6q,Enter Sandman - Remastered 2021,4
SYN0004,15,561jH07mF1jHuk7KlaeF0s,Mockingbird,4
SYN0004,16,5Y6nVaayzitvsD5F7nr3DV,West Coast,5
SYN0005,1,1lbXEepatjRVjoG8pZMtdp,Dreams,1
SYN0005,2,0BxE4FqsDD1Ot4YuBXwAPp,505,4
SYN0005,3,75JFxkI2RXiU7L9VXzMkle,The Scientist,1
SYN0005,4,70LcF31zb1H0PyJoS1Sx1r,Creep,2
SYN0005,5,2nLtzopw4rPReszdYBJU6h,Numb,3
SYN0005,6,0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,4
SYN0005,7,7qiZfU4dY1lWllzX7mPBI3,Shape of You,5
SYN0005,8,21jGcNKet2qwijlDFuPiPb,Circles,3
SYN0005,9,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,5
SYN0005,10,2TIlqbIneP0ZY1O0EzYLlc,Someone You Loved,3
SYN0005,11,0JP9xo3adEtGSdUEISiszL,Moonlight,2
SYN0006,1,2DmZ7aPhT5jkqLIYxTpQlJ,Walk Of Life,3
SYN0006,2,7AQim7LbvFVZJE3O8TYgf2,Fuck Love,4
SYN0006,3,1ZMiCix7XSAbfAJlEZWMCp,Falling,4
SYN0006,4,3SXXFIZel1VQQ4ENiqozxi,Still into You,5
SYN0006,5,1QFh8OH1e78dGd3VyJZCAC,Boys Don't Cry,2
SYN0006,6,4xkOaSrkexMciUUogZKVTS,Till I Collapse,5
SYN0006,7,6n4U3TlzUGhdSFbUUhTvLP,Walk It Talk It,4
SYN0006,8,5Eax0qFko2dh7Rl2lYs3bx,Efecto,1
SYN0006,9,20uYAdCEoIkSZStIfPW1TB,Taki Taki,2
SYN0006,10,0UHB9METy4VCXNgkcGqHqS,Kiss It Better,5
SYN0006,11,5bgwqaRSS3M8WHWruHgSL5,8TEEN,3
SYN0006,12,6jRq8gaZhMUyy5RclRPcAf,hot girl bummer,5
SYN0006,13,0G21yYKMZoHa30cYVi1iA8,Welcome To The Jungle,2
SYN0007,1,1qDrWA6lyx8cLECdZE7TV7,Somebody That I Used To Know,1
SYN0007,2,5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,5
SYN0007,3,2nLtzopw4rPReszdYBJU6h,Numb,5
SYN0007,4,4xkOaSrkexMciUUogZKVTS,Till I Collapse,5
SYN0007,5,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,5
SYN0007,6,1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,3
SYN0007,7,73SPjNZV2wVy8imEmckGYw,"Paint It, Black",5
SYN0007,8,086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,5
SYN0007,9,2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,5
SYN0007,10,4UKJUbcuStnnxLeJmVJsSc,Lean On,4
SYN0007,11,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,5
SYN0007,12,0pqnGHJpmpxLKifKRmU6WP,Believer,5
SYN0007,13,1dzQoRqT5ucxXVaAhTcT0J,Just Dance,5
SYN0007,14,40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),1
SYN0007,15,7lQ8MOhq6IN2w8EYcFNSUk,Without Me,5
SYN0007,16,7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),4
SYN0007,17,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,5
SYN0007,18,6jG2YzhxptolDzLHTGLt7S,Drunk in Love (feat. JAY-Z),2
SYN0007,19,0JP9xo3adEtGSdUEISiszL,Moonlight,5
SYN0007,20,3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",3
SYN0008,1,65H6t1WQBim6q93yM8fEwn,Obsesion,1
SYN0008,2,39sDitIeCMrVX2QyXHY46t,Blue Hair,3
SYN0008,3,27GmP9AWRs744SzKcpJsTZ,Jumpman,1
SYN0008,4,2AP7m2dBb8ULTx4Gc1rdMc,Juicy,2
SYN0008,5,41zXlQxzTi6cGAjpOXyLYH,idontwannabeyouanymore,3
SYN0008,6,6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,5
SYN0008,7,0F7FA14euOIX8KcbEturGH,Old Town Road,4
SYN0008,8,15EPc80XuFrb2LmOzGjuRg,Crew (feat. Brent Faiyaz & Shy Glizzy),2
SYN0008,9,5B5eTk7DF8KVp1zpQoY1XY,The Reason,2
SYN0008,10,0tBbt8CrmxbjRP0pueQkyU,Wolves,4
SYN0008,11,7H6ev70Weq6DdpZyyTmUXk,Say My Name,2
SYN0008,12,4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,2
SYN0008,13,4Dvkj6JhhA12EX05fT7y2e,As It Was,4
SYN0008,14,3YRCqOhFifThpSRFJ1VWFM,November Rain,2
SYN0008,15,3Ek7BRwu6eO2kSeNMlZC1A,Hey Mama,5
SYN0008,16,6GyFP1nfCDB8lbD2bG0Hq9,Midnight City,3
SYN0008,17,1prZ0pr6XoRCxcrC3MCL0M,Everywhere,1
SYN0008,18,47EiUVwUp4C9fGccaPuUCS,DÁKITI,3
SYN0008,19,6HU7h9RYOaPRFeh0R3UeAr,deja vu,2
SYN0008,20,14iN3o8ptQ8cFVZTEmyQRV,I Kissed A Girl,4
SYN0009,1,1lbXEepatjRVjoG8pZMtdp,Dreams,5
SYN0009,2,3tSmXSxaAnU1EPGKa6NytH,In the End,4
SYN0009,3,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),3
SYN0009,4,47BBI51FKFwOMlIiX6m8ya,I Want It That Way,4
SYN0009,5,4yBiZFLXn0n9AUJ5sWO88k,Wonderwall,5
SYN0009,6,4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,5
SYN0009,7,79CzbTOcQbkkkjLCPyn19y,Lucid Dreams,4
SYN0009,8,7J1uxwnxfQLu4APicE5Rnj,Billie Jean,4
SYN0009,9,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,3
SYN0009,10,1qDrWA6lyx8cLECdZE7TV7,Somebody That I Used To Know,3
SYN0009,11,5DnT9a5IM3eMjKgXTWVJvi,Have You Ever Seen The Rain,3
SYN0009,12,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,4
SYN0009,13,2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,5
SYN0009,14,7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,4
SYN0009,15,3BJe4B8zGnqEdQPMvfVjuS,Summertime Sadness,5
SYN0009,16,1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,3
SYN0009,17,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,4
SYN0009,18,2k1yPYf9WGA4LiqcLVwtzn,Another One Bites The Dust,4
SYN0009,19,3z8h0TU7ReDPLIbEnYhWZb,Bohemian Rhapsody,5
SYN0009,20,5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,5
SYN0010,1,4pbJqGIASGPr0ZpGpnWkDn,We Will Rock You - Remastered 2011,3
SYN0010,2,7EAMXbLcL0qXmciM5SwMh2,Heart To Heart,3
SYN0010,3,3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,5
SYN0010,4,3lyHyxVE8JHvNz75wBmExR,Master Of Puppets - Remastered,3
SYN0010,5,6habFhsOp2NvshLv26DqMb,Despacito,1
SYN0010,6,2FRnf9qhLbvw8fu4IBXx78,Last Christmas,4
SYN0010,7,0yNttAVwMr39qyODHNIkrY,Never Gonna Give You Up (2022 Remaster),1
SYN0010,8,3P9bEWvIESZlqVj9DXKGR6,The Box,1
SYN0010,9,561jH07mF1jHuk7KlaeF0s,Mockingbird,5
SYN0010,10,1hewNsVmijBqjKvFRQfk4m,bad guy,4
SYN0010,11,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,3
SYN0010,12,3it2BvJfyhPEWF3kD2TZJ1,It's Beginning to Look a Lot like Christmas,4
SYN0010,13,7euZJfqlLgc7rAFsgc88LY,love nwantiti (ah ah ah),1
SYN0010,14,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,3
SYN0010,15,0WQiDwKJclirSYG9v5tayI,There Is a Light That Never Goes Out - 2011 Remaster,5
SYN0010,16,3z8h0TU7ReDPLIbEnYhWZb,Bohemian Rhapsody,4
SYN0010,17,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,2
SYN0010,18,336ZYcU6poBWi3s8yzRcAD,I Follow Rivers,2
SYN0011,1,1lbXEepatjRVjoG8pZMtdp,Dreams,3
SYN0011,2,3S2R0EVwBSAVMd5UMgKTL0,Thriller,5
SYN0011,3,1MyWtH2yavuP1AHUi1X7ur,Sex - Radio Edit,1
SYN0011,4,14BH4qO7pgCmIe6mgLKOK3,Someone To You,5
SYN0011,5,4T6FWA703h6H7zk1FoSARw,New Light,3
SYN0011,6,0ch8PUB8JRTMJqmdmfY46U,Photograph,3
SYN0011,7,1otG6j1WHNvl9WgXLWkHTo,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",4
SYN0011,8,1V6gIisPpYqgFeWbMLI0bA,Heart Attack,5
SYN0011,9,4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,5
SYN0011,10,4PMqSO5qyjpvzhlLI5GnID,Good Days,5
SYN0011,11,0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,4
SYN0011,12,2J6OF7CkpdQGSfm1wdclqn,Clouded,2
SYN0011,13,3gVhsZtseYtY1fMuyYq06F,Sonne,1
SYN0011,14,6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,2
SYN0011,15,4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,4
SYN0011,16,5WDLRQ3VCdVrKw0njWe5E5,Careless Whisper,2
SYN0011,17,5CZ40GBx1sQ9agT82CLQCT,traitor,4
SYN0011,18,5ihS6UUlyQAfmp48eSkxuQ,Landslide,5
SYN0011,19,7v8WAn8jCdHiNhQMdnY1bt,Broccoli (feat. Lil Yachty),3
SYN0011,20,12KUFSHFgT0XCoiSlvdQi4,Break Free,4
SYN0012,1,1SKPmfSYaPsETbRHaiA18G,Somewhere Only We Know,5
SYN0012,2,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,3
SYN0012,3,4Dvkj6JhhA12EX05fT7y2e,As It Was,5
SYN0012,4,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,5
SYN0012,5,6HU7h9RYOaPRFeh0R3UeAr,deja vu,5
SYN0012,6,3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,5
SYN0012,7,2grjqo0Frpf2okIBiifQKs,September,2
SYN0012,8,3BJe4B8zGnqEdQPMvfVjuS,Summertime Sadness,4
SYN0012,9,3e7sxremeOE3wTySiOhGiP,Dusk Till Dawn (feat. Sia) - Radio Edit,4
SYN0012,10,0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,5
SYN0012,11,1hewNsVmijBqjKvFRQfk4m,bad guy,5
SYN0012,12,4ml4WlnHDEpOK8HRVYTCWf,drivers license,5
SYN0012,13,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,4
SYN0012,14,5QDLhrAOJJdNAmCTJ8xMyW,Dynamite,3
SYN0012,15,3ee8Jmje8o58CHK66QrVC2,SAD!,3
SYN0012,16,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,1
SYN0012,17,5DnT9a5IM3eMjKgXTWVJvi,Have You Ever Seen The Rain,5
SYN0012,18,1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,5
SYN0012,19,3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",4
SYN0012,20,7dt6x5M1jzdTEt8oCbisTK,Better Now,3
SYN0013,1,0UFDKFqW2oGspYeYqo9wjA,Bleed It Out,4
SYN0013,2,0LQtEJt7x0s6knb6RKdRYc,Chicken Fried,2
SYN0013,3,7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,5
SYN0013,4,3OzCF9i6Ey7EkkAYJztmKp,Bad At Love,3
SYN0013,5,40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,5
SYN0013,6,5CQ30WqJwcep0pYcV4AMNc,Stairway to Heaven - Remaster,5
SYN0013,7,02xhLoVqpGmOqvolgrwM8w,One,4
SYN0013,8,0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,5
SYN0013,9,63OQupATfueTdZMWTxW03A,Karma Police,5
SYN0013,10,124NFj84ppZ5pAxTuVQYCQ,Take Care,2
SYN0013,11,3B5UbSndRz907IZhhmUfLi,Count on Me,3
SYN0013,12,2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],5
SYN0013,13,1YYhDizHx7PnDhAhko6cDS,"Take Me Home, Country Roads - Original Version",3
SYN0013,14,47EiUVwUp4C9fGccaPuUCS,DÁKITI,1
SYN0013,15,3YRCqOhFifThpSRFJ1VWFM,November Rain,5
SYN0014,1,3lKZf71jeNi14udIFPJ29V,I Knew You Were Trouble.,5
SYN0014,2,0989LIb0HVwfkn3Hjj1HLJ,Better Together,4
SYN0014,3,00DZ7TTuVWDSreZygWpdJt,Sucker for Pain,5
SYN0014,4,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,5
SYN0014,5,3Vi5XqYrmQgOYBajMWSvCi,Need to Know,4
SYN0014,6,40x5K8xyIWVmSeUrYjj0os,Lost on You,4
SYN0014,7,1V6gIisPpYqgFeWbMLI0bA,Heart Attack,5
SYN0014,8,5tVA6TkbaAH9QMITTQRrNv,Free Fallin',4
SYN0014,9,3jjsRKEsF42ccXf8kWR3nu,Washing Machine Heart,3
SYN0014,10,4sNG6zQBmtq7M8aeeKJRMQ,Brazil,3
SYN0014,11,2y4lAQpi5VTNLu2ldeTdUH,We Can't Stop,4
SYN0014,12,6rUp7v3l8yC4TKxAAR5Bmx,I Hate Everything About You,5
SYN0014,13,6IwKcFdiRQZOWeYNhUiWIv,No One,2
SYN0014,14,78TTtXnFQPzwqlbtbwqN0y,FourFiveSeconds,3
SYN0014,15,1GXABqvCDvQ58wPbkNhhzh,Psycho,4
SYN0015,1,5jW3rF4URMdK7tO2xjS5EI,Tal Vez,1
SYN0015,2,7cVvHoAgs9KxXP3m5B89c6,Échame La Culpa,4
SYN0015,3,6JymsaWDHk2Yj4e0yNBIFH,Jump Around,2
SYN0015,4,3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",3
SYN0015,5,3USxtqRwSYz57Ewm6wWRMp,Heat Waves,3
SYN0015,6,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",5
SYN0015,7,0gJvqi9QyASOCtJu99tytc,Because of You,4
SYN0015,8,55n9yjI6qqXh5F2mYvUc2y,I Don’t Wanna Live Forever (Fifty Shades Darker),3
SYN0015,9,3Fzlg5r1IjhLk2qRw667od,Dancing in the Moonlight,3
SYN0015,10,0AluA5RNsa4Cx6XRhf2hWZ,10 Freaky Girls (with 21 Savage),2
SYN0015,11,1nQRg9q9uwALGzouOX5OyQ,Radio Ga Ga - Remastered 2011,5
SYN0015,12,6700Z4Izi8EbB6JNthU6Ma,Hold Me While You Wait,4
SYN0015,13,3vbqb78xzvD3CJl7ZeW83c,Ain't Nobody (Loves Me Better),4
SYN0015,14,30rxF3hefnkCW2nXmgmnFN,Freaks,5
SYN0015,15,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,4
SYN0015,16,2pUpNOgJBIBCcjyQZQ00qU,Let Her Go,5
SYN0015,17,0kEZlJh4mK1QRfb3CT5LPk,Kill Yourself (Part III),3
SYN0015,18,3FvHoTnf3WWKLm3lHVNaOI,For The Night (feat. Lil Baby & DaBaby),1
SYN0015,19,6HJ34Zyw6bg8yGm28AxLXf,Look Alive (feat. Drake),1
SYN0015,20,1lbXEepatjRVjoG8pZMtdp,Dreams,2
SYN0016,1,1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),5
SYN0016,2,7k4t7uLgtOxPwTpFmtJNTY,Tusa,5
SYN0016,3,6hf0RpxTbOprT5nnwzkk8e,Qué Más Pues?,4
SYN0016,4,7yNf9YjeO5JXUE3JEBgnYc,Babydoll,4
SYN0016,5,7npLlaPu9Mfno8hjk5OagD,Girls Like You,4
SYN0016,6,1tg0hS3Vw3HpKYD6FIGgDn,The Nights,2
SYN0016,7,71iAechwVKGu26pahzFL0k,Cuando Nadie Ve,3
SYN0016,8,5JVbvCHX10U2pLa5DEqGav,Safe and Sound,2
SYN0016,9,1iRvhKiXRElIH2Uf4gd95P,Dueles,5
SYN0016,10,1oew3nFNY3vMacJAsvry0S,Me And My Broken Heart,5
SYN0016,11,3iVcZ5G6tvkXZkZKlMpIUs,Alright,5
SYN0016,12,2Bhmj4XK33InfhqKPxcJ1v,Dile al Amor,4
SYN0016,13,1cS0TgbR263ey9jn0MwD2s,River (feat. Ed Sheeran),5
SYN0016,14,20R4HfKloPKgXDqU7UKk3x,Therefore I Am,3
SYN0016,15,0AUyNF6iFxMNQsNx2nhtrw,Blood // Water,5
SYN0016,16,2G1tXoGBaEMJ7FKGnkf6ud,Wake Up in the Sky,2
SYN0016,17,2X6b7zLdIxCejd6GqVcQ9M,3005,3
SYN0016,18,1v1oIWf2Xgh54kIWuKsDf6,Runaway,4
SYN0016,19,1000nHvUdawXuUHgBod4Wv,Panini,2
SYN0016,20,7rbECVPkY5UODxoOUVKZnA,I Wonder,1
SYN0017,1,2LBqCSwhJGcFQeTHMVGwy3,Die For You,3
SYN0017,2,0gJvqi9QyASOCtJu99tytc,Because of You,4
SYN0017,3,2gMXnyrvIjhVBUZwvLZDMP,Before You Go,3
SYN0017,4,3lGMtkONrZdJ8kTCg6KIFf,Hasta la Raíz,2
SYN0017,5,42ydLwx4i5V49RXHOozJZq,Scars To Your Beautiful,4
SYN0017,6,4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,3
SYN0017,7,1rIKgCH4H52lrvDcz50hS8,Lush Life,3
SYN0017,8,0v1XpBHnsbkCn7iJ9Ucr1l,It's My Life,3
SYN0017,9,0rbKrUWDIgUCzC3Pyn68Ph,All Around The World (La La La),3
SYN0017,10,2DQ1ITjI0YoLFzuADN1ZBW,No Limit,1
SYN0017,11,0M5YEiSjuvYTBXWabg3PxW,Want to Want Me,3
SYN0017,12,0T5iIrXA4p5GsubkhuBIKV,Until I Found You,3
SYN0017,13,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,3
SYN0017,14,0IktbUcnAGrvD03AWnz3Q8,Lucky,2
SYN0017,15,0B8QzDH7YWih85V5SEMnyJ,Money Longer,2
SYN0017,16,6nek1Nin9q48AVZcWs9e9D,Paradise,3
SYN0017,17,0k4d5YPDr1r7FX77VdqWez,You Right,3
SYN0017,18,3LlmKSHR3Rs0Y3KHQLAYDk,Alone,2
SYN0017,19,4it4NYn9wNqGV54joA6oN0,De Música Ligera,2
SYN0017,20,4i2qxFEVVUi8yOYoxB8TCX,Midnight Sky,1
SYN0018,1,57bgtoPSgt236HzfBOd8kj,Thunderstruck,2
SYN0018,2,51Fjme0JiitpyXKuyQiCDo,Lalala,4
SYN0018,3,0BxE4FqsDD1Ot4YuBXwAPp,505,5
SYN0018,4,01Lr5YepbgjXAWR9iOEyH1,Love Sosa,5
SYN0018,5,561jH07mF1jHuk7KlaeF0s,Mockingbird,5
SYN0018,6,5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,5
SYN0018,7,0JP9xo3adEtGSdUEISiszL,Moonlight,3
SYN0018,8,1hewNsVmijBqjKvFRQfk4m,bad guy,4
SYN0018,9,7lQ8MOhq6IN2w8EYcFNSUk,Without Me,5
SYN0018,10,70LcF31zb1H0PyJoS1Sx1r,Creep,3
SYN0019,1,0GO8y8jQk1PkHzS31d699N,Tongue Tied,4
SYN0019,2,514rhnksEwHUh6LxXsQ4Y9,Back To You,3
SYN0019,3,561jH07mF1jHuk7KlaeF0s,Mockingbird,5
SYN0019,4,4xkOaSrkexMciUUogZKVTS,Till I Collapse,3
SYN0019,5,0pqnGHJpmpxLKifKRmU6WP,Believer,4
SYN0019,6,1zB4vmk8tFRmM9UULNzbLB,Thunder,2
SYN0019,7,54ipXppHLA8U4yqpOFTUhr,Bones,4
SYN0019,8,26nr9XnFCYWxBTIP7HyWXg,Toxic,5
SYN0019,9,3vkQ5DAB1qQMYO4Mr9zJN6,Gimme! Gimme! Gimme! (A Man After Midnight),5
